fid,id,Carb.m1,B12,B11,B8A,B7,B6,B5,WVP,B8,B4,B3,B2,AOT
"1","1",1.244373004,1634,2388,2780,2488,2093,960,2078,2770,621,617,381,78
"2","2",1.493247605,1408,2169,3076,2808,2212,842,2189,2886,488,502,305,78
"3","3",2.654662409,1263,2075,3123,2869,2257,792,2198,2976,385,469,262,78
"4","4",1.693729923,1316,2063,3030,2802,2214,792,2198,2812,423,477,296,78
"5","5",0.5530546686,1298,2032,3132,2888,2305,741,2338,2940,367,453,262,78
"6","6",1.493247605,1307,2103,3289,3172,2284,997,2351,3174,492,598,348,78
"7","7",1.493247605,1284,2033,3001,2792,2174,768,2222,2872,399,458,274,78
"8","8",0.2488746009,1316,2063,3030,2802,2214,792,2198,2900,395,471,283,78
"9","9",2.654662409,1356,2119,3078,2834,2238,809,2224,2980,434,464,290,78
"10","10",1.244373004,1497,2293,3026,2778,2177,902,2184,2798,494,493,316,78
"11","11",1.244373004,1629,2375,2943,2704,2244,982,2153,2834,578,538,348,78
"12","12",2.032475907,1456,2178,3011,2784,2211,873,2211,2866,493,505,294,78
"13","13",2.654662409,1356,2119,3078,2834,2238,809,2224,2942,447,462,296,78
"14","14",0.5530546686,1267,2036,3089,2841,2216,761,2222,2934,394,451,256,78
"15","15",1.493247605,1284,2033,3001,2792,2174,768,2222,2972,378,453,265,78
"16","16",1.617684906,1291,2027,3189,2990,2407,759,2351,2990,326,417,267,78
"17","17",2.032475907,1298,2010,3021,2802,2192,768,2198,2924,392,434,256,78
"18","18",1.493247605,1356,2119,3078,2834,2238,809,2224,2922,402,461,273,78
"19","19",1.617684906,1456,2178,3011,2784,2211,873,2211,2776,502,505,320,78
"20","20",0.4424437349,1629,2375,2943,2704,2244,982,2153,2778,510,518,328,78
"21","21",2.032475907,1567,2322,3223,2936,2346,1008,2207,3152,758,678,416,78
"22","22",0.279983926,1466,2215,3099,2886,2247,878,2211,2858,479,487,300,78
"23","23",1.493247605,1356,2119,3078,2834,2238,809,2224,2942,447,462,296,78
"24","24",0.8641479197,1298,2010,3021,2802,2192,768,2198,2924,392,434,256,78
"25","25",2.032475907,1291,2027,3189,2990,2407,759,2351,3104,389,447,272,78
"26","26",1.493247605,1286,2010,3244,2980,2492,795,2351,3334,533,586,317,78
"27","27",1.036977504,1239,1962,3132,2822,2228,736,2284,2932,352,438,251,78
"28","28",1.617684906,1267,2036,3089,2841,2216,761,2222,2888,357,429,292,78
"29","29",0.8641479197,1372,2162,3182,2874,2273,817,2237,2888,426,472,298,78
"30","30",0.9505627117,1466,2215,3099,2886,2247,878,2211,3000,495,548,314,78
"31","31",0.5530546686,1567,2322,3223,2936,2346,1008,2207,2880,587,572,360,78
"32","32",0.6083601355,1466,2215,3099,2886,2247,878,2211,2866,481,535,304,78
"33","33",0.8641479197,1372,2162,3182,2874,2273,817,2237,2940,405,446,263,78
"34","34",1.036977504,1256,1977,3112,2891,2266,756,2237,2940,415,483,279,78
"35","35",1.493247605,1286,2010,3244,2980,2492,795,2351,3088,374,426,260,78
"36","36",1.493247605,1286,2010,3244,2980,2492,795,2351,3320,448,517,322,78
"37","37",2.032475907,1202,1930,3158,2974,2263,769,2284,3074,409,458,255,78
"38","38",1.244373004,1404,2147,3235,3009,2353,856,2249,3054,462,533,344,78
"39","39",0.9505627117,1163,2005,3157,2818,2218,705,2274,3152,474,544,330,78
"40","40",1.036977504,1321,2139,3202,2991,2281,841,2263,3282,446,550,310,78
"41","41",0.6636656023,1404,2147,3235,3009,2353,856,2249,3054,462,533,344,78
"42","42",0.8641479197,1202,1930,3158,2974,2263,769,2284,3074,409,458,255,78
"43","43",0.279983926,1258,1963,3270,2996,2339,753,2363,3022,416,503,264,78
"44","44",1.742122206,1282,2011,3293,3008,2444,764,2345,3056,408,447,258,78
"45","45",0.6636656023,1258,1963,3270,2996,2339,753,2363,3106,408,461,266,78
"46","46",1.493247605,1233,1963,3188,2922,2264,760,2262,3012,400,431,268,78
"47","47",2.201848899,1383,2142,3169,2934,2214,805,2249,3030,376,421,251,78
"48","48",1.244373004,1233,1963,3188,2922,2264,760,2262,3008,346,398,234,78
"49","49",1.036977504,1282,2011,3293,3008,2444,764,2345,3040,371,440,256,78
"50","50",3.639791038,1282,2011,3293,3008,2444,764,2345,3022,382,432,237,78
"51","51",1.493247605,1134,1970,3367,3023,2291,745,2345,3046,352,422,250,78
"52","52",1.617684906,1383,2142,3169,2934,2214,805,2249,2990,353,412,246,78
"53","53",1.036977504,1383,2142,3169,2934,2214,805,2249,3040,440,479,304,78
"54","54",0.8641479197,1159,1982,3311,2958,2343,684,2262,3064,333,408,230,78
"55","55",0.6636656023,1232,1949,3136,2837,2485,673,2213,3308,421,514,293,78
"56","56",1.493247605,1232,1949,3136,2837,2485,673,2213,2974,411,484,284,78
"57","57",1.493247605,1159,1982,3311,2958,2343,684,2262,3220,342,410,247,78
"58","58",0.8641479197,1423,2224,3049,2774,2224,810,2209,2916,427,468,262,78
"59","59",0.3110932511,1423,2224,3049,2774,2224,810,2209,2918,387,469,290,78
"60","60",1.036977504,1159,1982,3311,2958,2343,684,2262,3220,342,410,247,78
"61","61",1.493247605,1232,1949,3136,2837,2485,673,2213,3098,422,495,307,78
"62","62",10.07942134,1959,2596,3022,2740,2261,1135,2300,2918,736,752,513,78
"63","63",11.98745994,1959,2596,3022,2740,2261,1135,2300,2784,665,695,427,78
"64","64",13.93697765,1437,2421,3554,3235,2516,979,2379,3362,546,594,363,78
"65","65",29.80964664,1517,2463,3379,3042,2462,1005,2419,3334,432,498,315,78
"66","66",20.07588447,1959,2596,3022,2740,2261,1135,2300,3116,471,528,331,78
"67","67",18.28536998,1697,2516,3231,2987,2309,999,2300,3366,401,462,312,78
"68","68",13.82636672,1517,2463,3379,3042,2462,1005,2419,3334,432,498,315,78
"69","69",12.44373004,1437,2421,3554,3235,2516,979,2379,3374,473,505,334,78
"70","70",11.19935704,1220,2064,2965,2616,2162,775,2168,3038,316,412,246,78
"71","71",17.91897126,1220,2064,2965,2616,2162,775,2168,2942,475,557,333,78
"72","72",15.92797446,1463,2376,3462,3201,2493,917,2366,3396,488,510,303,78
"73","73",13.82636672,1372,2302,3606,3294,2507,871,2419,3374,423,472,279,78
"74","74",11.06109337,1697,2516,3231,2987,2309,999,2300,3272,446,481,305,78
"75","75",7.839549928,1368,2317,3626,3292,2493,815,2421,3384,433,472,284,78
"76","76",15.05691335,1368,2317,3626,3292,2493,815,2421,3374,440,485,295,78
"77","77",11.06109337,1372,2302,3606,3294,2507,871,2419,3376,446,483,307,78
"78","78",7.839549928,1544,2553,3478,3085,2487,1005,2212,3260,588,597,378,78
"79","79",11.06109337,1477,2413,3450,3129,2405,900,2269,3196,521,545,339,78
"80","80",11.19935704,1544,2483,3394,3071,2378,949,2212,3200,588,567,354,78
"81","81",11.71093261,1586,2509,3379,3058,2407,1037,2259,3286,539,526,364,78
"82","82",18.6932478,1597,2526,3371,3085,2422,960,2259,3188,493,562,352,78
"83","83",7.963987228,1368,2317,3626,3292,2493,815,2421,3374,440,485,295,78
"84","84",19.90996807,1544,2483,3394,3071,2378,949,2212,3334,483,516,339,78
"85","85",10.07942134,1477,2413,3450,3129,2405,900,2269,3260,502,540,315,78
"86","86",16.72990373,1454,2423,3643,3304,2521,898,2298,3450,495,536,309,78
"87","87",31.85594891,1514,2494,3506,3123,2365,933,2319,3312,511,523,322,78
"88","88",29.80964664,1477,2413,3450,3129,2405,900,2269,3276,464,489,310,78
"89","89",8.295820029,1481,2453,3569,3224,2466,883,2292,3352,457,480,311,78
"90","90",11.71093261,1421,2416,3636,3313,2457,869,2348,3516,447,499,305,78
"91","91",21.02990377,1454,2423,3643,3304,2521,898,2298,3542,444,476,292,78
"92","92",7.079099758,1199,2030,3091,2895,2201,751,2220,2972,471,473,268,78
"93","93",11.06109337,1481,2453,3569,3224,2466,883,2292,3348,507,499,320,78
"94","94",7.963987228,1421,2416,3636,3313,2457,869,2348,3516,447,499,305,78
"95","95",11.06109337,1405,2405,3609,3253,2460,880,2360,3444,473,491,309,78
"96","96",10.07942134,1469,2453,3495,3119,2447,925,2326,3306,506,559,383,78
"97","97",13.38392298,1447,2362,3426,3144,2500,1061,2285,3190,571,591,367,78
"98","98",7.079099758,1341,2257,3536,3245,2425,868,2339,3298,438,466,282,78
"99","99",9.678456701,1421,2416,3636,3313,2457,869,2348,3396,481,502,309,78
"100","100",15.05691335,1520,2523,3522,3188,2440,929,2287,3286,565,570,335,78
"101","101",5.419935752,1460,2379,3163,2840,2238,861,2281,3304,549,525,342,78
"102","102",11.19935704,1514,2494,3506,3123,2365,933,2319,3298,525,529,334,78
"103","103",5.419935752,1438,2430,3585,3204,2459,917,2374,3370,510,490,309,78
"104","104",7.963987228,1469,2453,3495,3119,2447,925,2326,3376,510,515,340,78
"105","105",12.44373004,1469,2453,3495,3119,2447,925,2326,3384,521,498,320,78
"106","106",15.92797446,1489,2489,3517,3195,2420,986,2339,3330,552,531,355,78
"107","107",4.742443783,1501,2496,3460,3094,2394,948,2360,3348,539,516,329,78
"108","108",1.327331205,1393,2185,3172,2912,2102,869,2285,3042,512,506,342,78
"109","109",11.06109337,1522,2385,3119,2823,2318,891,2285,3200,583,539,360,78
"110","110",16.35659182,1499,2479,3561,3194,2416,952,2378,3348,543,525,360,78
"111","111",7.079099758,1615,2556,3269,2971,2312,1057,2285,3250,582,563,376,78
"112","112",5.419935752,1458,2381,3377,3067,2366,876,2378,3298,566,521,348,78
"113","113",13.82636672,1458,2381,3377,3067,2366,876,2378,3298,517,513,364,78
"114","114",32.51961451,1556,2447,3124,2749,2168,833,2203,3140,393,410,278,78
"115","115",19.90996807,1556,2447,3124,2749,2168,833,2203,2944,473,466,293,78
"116","116",8.959485631,1572,2431,3037,2752,2117,898,2179,2930,531,514,341,78
"117","117",17.91897126,1644,2470,3032,2705,2190,829,2179,2814,579,534,337,78
"118","118",8.959485631,1599,2447,3179,2935,2309,898,2193,3046,539,515,345,78
"119","119",15.92797446,1599,2447,3179,2935,2309,898,2193,3062,472,481,308,78
"120","120",7.839549928,1551,2397,3131,2846,2190,823,2203,2920,514,503,313,78
"121","121",25.70321572,1501,2326,3133,2860,2178,779,2247,2928,443,440,287,78
"122","122",13.82636672,1522,2238,3071,2789,2213,857,2247,2968,441,437,281,78
"123","123",7.839549928,1556,2447,3124,2749,2168,833,2203,3104,381,391,267,78
"124","124",5.309324819,1551,2397,3131,2846,2190,823,2203,2920,514,503,313,78
"125","125",11.06109337,1556,2430,3112,2843,2190,905,2179,2968,525,507,353,78
"126","126",11.19935704,1390,2246,3281,2980,2313,857,2297,3378,398,451,275,78
"127","127",7.963987228,1501,2362,3203,2955,2266,866,2193,2968,508,483,299,78
"128","128",18.4028941,1551,2397,3131,2846,2190,823,2203,3016,462,458,303,78
"129","129",13.82636672,1362,2221,3196,2917,2210,757,2260,3108,372,422,280,78
"130","130",12.44373004,1374,2215,3193,2899,2217,789,2260,3034,418,422,296,78
"131","131",8.848874698,1427,2273,3205,2910,2237,814,2248,3046,459,485,294,78
"132","132",7.991639961,1552,2430,3126,2809,2210,869,2177,2886,508,505,341,78
"134","134",13.82636672,1539,2347,3367,3014,2376,943,2323,3116,603,537,371,78
"135","135",11.06109337,1479,2355,3282,3022,2275,814,2255,3142,460,493,285,78
"136","136",11.19935704,1560,2366,3083,2801,2182,857,2205,2828,536,509,332,78
"137","137",19.90996807,1427,2273,3205,2910,2237,814,2248,3024,422,459,274,78
"138","138",5.419935752,1418,2232,3270,2970,2241,772,2248,3106,426,445,292,78
"139","139",10.07942134,1418,2232,3270,2970,2241,772,2248,2972,472,468,298,78
"140","140",8.959485631,1560,2366,3083,2801,2182,857,2205,2896,501,507,321,78
"141","141",27.09967876,1539,2347,3367,3014,2376,943,2323,3138,537,569,355,78
"142","142",13.82636672,1883,2690,3274,2956,2578,1095,2332,3400,514,538,310,78
"143","143",11.19935704,1372,2289,3287,3010,2299,791,2255,3190,436,450,276,78
"144","144",11.19935704,1420,2262,3263,2934,2257,810,2248,2972,480,468,337,78
"145","145",23.89196168,1242,2084,3324,3094,2283,736,2312,3208,361,405,272,78
"146","146",23.89196168,1168,1980,3347,3117,2282,663,2312,3260,324,365,253,78
"147","147",17.91897126,1296,2144,3287,3037,2306,771,2287,3104,378,422,256,78
"148","148",10.07942134,1424,2247,3346,3107,2347,809,2323,3204,423,465,287,78
"149","149",19.90996807,1476,2386,3324,2993,2285,821,2323,3364,468,480,277,78
"150","150",28.0398717,1476,2386,3324,2993,2285,821,2323,3154,513,511,319,78
"151","151",8.959485631,1382,2203,3426,3170,2400,778,2321,3252,395,421,285,78
"152","152",11.06109337,1275,2138,3393,3098,2310,733,2296,3178,348,430,280,78
"153","153",6.194212288,1168,1980,3347,3117,2282,663,2312,3264,304,365,237,78
"154","154",11.19935704,1125,1909,3264,3040,2261,623,2296,3332,325,386,239,78
"155","155",8.959485631,1396,2271,3251,2930,2274,794,2269,3242,384,438,262,78
"156","156",11.19935704,1463,2305,3124,2875,2235,860,2225,3088,414,476,304,78
"157","157",15.05691335,1382,2203,3426,3170,2400,778,2321,3252,395,421,285,78
"158","158",20.07588447,1396,2271,3251,2930,2274,794,2269,3134,465,460,283,78
"159","159",28.31639903,1321,2139,3202,2991,2281,841,2263,3050,347,402,254,78
"160","160",16.72990373,1431,2247,3120,2756,2224,919,2249,3198,387,462,294,78
"161","161",23.36655975,1575,2384,2924,2683,2120,924,2084,3078,411,422,296,78
"162","162",1.617684906,1597,2319,2918,2672,2135,982,2184,2712,627,566,368,78
"163","163",1.493247605,1408,2193,3085,2824,2206,809,2252,2966,441,477,285,78
"164","164",0.6083601355,1287,2106,3163,2915,2308,771,2224,3030,373,443,283,78
"165","165",1.368810305,1321,2105,2995,2798,2202,793,2198,2872,411,469,285,78
"166","166",0.6083601355,1298,2102,3211,3082,2293,790,2439,2932,404,462,264,78
"167","167",2.371221892,1298,2102,3211,3082,2293,790,2439,3044,511,608,377,78
"168","168",0.5530546686,1212,2021,3074,2863,2233,709,2217,2974,333,401,260,78
"169","169",1.493247605,1243,2071,3125,2882,2276,732,2217,2986,309,414,228,78
"170","170",0.8641479197,1177,2015,3159,2972,2290,703,2236,3030,323,415,230,78
"171","171",2.371221892,1408,2193,3085,2824,2206,809,2252,2810,465,468,292,78
"172","172",2.371221892,1438,2224,3039,2869,2236,836,2234,2834,394,444,282,78
"173","173",2.032475907,1144,1976,3284,3036,2294,682,2306,3108,291,370,222,78
"174","174",1.244373004,1177,2015,3159,2972,2290,703,2236,2974,325,389,243,78
"175","175",1.493247605,1212,2021,3074,2863,2233,709,2217,2924,291,378,238,78
"176","176",1.742122206,1207,2020,3257,3073,2372,667,2389,3150,242,331,199,78
"177","177",1.617684906,1207,2020,3257,3073,2372,667,2389,3108,253,354,205,78
"179","179",1.617684906,1143,1969,3224,2980,2294,707,2265,2974,322,424,242,78
"180","180",1.368810305,1144,1976,3284,3036,2294,682,2306,3174,292,377,230,78
"181","181",1.368810305,1178,1961,3286,3045,2332,705,2336,3140,300,381,213,78
"182","182",2.371221892,1178,1961,3286,3045,2332,705,2336,3110,308,381,224,78
"183","183",1.617684906,1109,1944,3325,3088,2357,671,2336,3124,302,376,238,78
"184","184",1.617684906,1149,1953,3199,2960,2278,679,2238,2986,298,377,256,78
"185","185",1.209807088,1079,1910,3211,2995,2272,682,2322,3052,297,379,235,78
"186","186",1.742122206,1229,1981,3247,3011,2316,675,2331,3100,279,365,221,78
"187","187",0.2488746009,1229,1981,3247,3011,2316,675,2331,3044,297,388,244,78
"188","188",0.5530546686,1146,1998,3238,2961,2307,714,2299,3062,316,394,235,78
"189","189",2.201848899,1185,2029,3247,2970,2340,716,2228,3086,320,425,246,78
"190","190",1.169710624,1109,1944,3325,3088,2357,671,2336,3200,287,375,215,78
"191","191",1.036977504,1193,2056,3402,3189,2410,774,2322,3196,321,392,236,78
"192","192",1.493247605,1193,2056,3402,3189,2410,774,2322,3304,259,379,221,78
"193","193",0.5530546686,1079,1975,3424,3176,2431,655,2315,3310,283,372,224,78
"194","194",1.209807088,1143,2016,3356,3106,2367,718,2220,3066,326,412,256,78
"195","195",1.493247605,1200,2073,3234,2933,2330,746,2228,3032,350,422,258,78
"196","196",0.9505627117,1278,2070,3224,2969,2333,748,2303,2996,350,438,267,78
"197","197",0.7189710692,1508,2237,3021,2813,2378,889,2299,2974,493,559,356,78
"198","198",0.5530546686,1146,1998,3238,2961,2307,714,2299,3062,316,394,235,78
"199","199",0.6083601355,1200,2073,3234,2933,2330,746,2228,3038,369,434,264,78
"200","200",1.036977504,1143,2016,3356,3106,2367,718,2220,3130,310,406,256,78
"201","201",0.9505627117,1291,2158,3439,3220,2461,872,2245,3222,293,422,233,78
"202","202",1.742122206,1291,2158,3439,3220,2461,872,2245,3264,354,454,244,78
"203","203",1.493247605,1172,2059,3305,3035,2372,702,2206,3150,326,403,250,78
"204","204",0.9505627117,1222,2107,3285,3011,2361,750,2228,3042,375,442,282,78
"205","205",0.6083601355,1260,2095,3250,2987,2327,752,2303,3030,387,455,291,78
"206","206",1.036977504,1577,2417,3365,3099,2384,1052,2471,3232,725,744,436,78
"207","207",1.493247605,1900,2578,3124,2927,2485,1143,2308,2976,875,724,466,78
"208","208",1.493247605,1577,2417,3365,3099,2384,1052,2471,3342,467,567,347,78
"209","209",0.9505627117,1124,1999,3470,3231,2460,700,2326,3398,277,401,246,78
"210","210",0.8641479197,1222,2107,3285,3011,2361,750,2228,3146,343,418,252,78
"211","211",1.209807088,1172,2059,3305,3035,2372,702,2206,3232,322,409,236,78
"212","212",0.7189710692,1222,2125,3498,3245,2505,785,2256,3318,353,450,268,78
"213","213",1.742122206,1161,1993,3543,3245,2489,690,2390,3426,278,383,232,78
"214","214",1.209807088,1900,2578,3124,2927,2485,1143,2308,3240,502,493,322,78
"215","215",1.123392296,1529,2339,3422,3090,2478,954,2308,3284,295,396,223,78
"216","216",1.617684906,1529,2339,3422,3090,2478,954,2308,3284,295,396,223,78
"217","217",0.6083601355,1221,2133,3383,3158,2506,808,2220,3332,360,454,255,78
"218","218",0.6083601355,1236,2138,3475,3224,2489,809,2326,3342,302,403,235,78
"219","219",0.7742765361,1212,2082,3566,3308,2494,702,2471,3366,280,395,232,78
"220","220",0.279983926,1529,2339,3422,3090,2478,954,2308,3020,633,584,347,78
"221","221",1.036977504,2402,3055,2956,2734,2398,1794,2153,2964,1268,1114,758,78
"222","222",0.6083601355,2163,2803,3116,2936,2608,1469,2227,3056,1230,1122,739,78
"223","223",0.8641479197,2286,2832,3090,2985,2685,1707,2268,2990,1064,985,606,78
"224","224",0.4424437349,2349,2985,2983,2807,2475,1517,2272,2906,1256,1118,747,78
"225","225",0.7777331277,2744,3312,2748,2647,2410,1923,2159,2612,1600,1366,847,78
"226","226",0.9505627117,2363,2967,2909,2758,2418,1574,2172,2824,1052,886,576,78
"227","227",0.5530546686,1754,2499,2997,2809,2354,1029,2257,2758,636,624,371,78
"228","228",0.6083601355,1996,2731,3026,2820,2417,1263,2268,2868,686,735,434,78
"229","229",0.7777331277,1896,2706,3027,2796,2416,1199,2235,2962,900,848,511,78
"230","230",1.036977504,2163,2803,3116,2936,2608,1469,2227,2974,826,829,523,78
"231","231",0.4424437349,1679,2478,3053,2825,2423,1044,2180,2922,572,624,386,78
"232","232",0.6083601355,1896,2706,3027,2796,2416,1199,2235,2900,702,693,405,78
"233","233",0.5530546686,1896,2706,3027,2796,2416,1199,2235,2806,644,677,413,78
"234","234",0.6636656023,1754,2499,2997,2809,2354,1029,2257,2800,554,590,359,78
"235","235",0.3110932511,1840,2563,2946,2733,2252,1085,2172,2790,653,696,438,78
"236","236",0.3110932511,1613,2427,2923,2714,2296,937,2214,2792,537,586,346,78
"237","237",0.9505627117,1754,2499,2997,2809,2354,1029,2257,2930,473,534,344,78
"238","238",1.036977504,1593,2433,3059,2839,2395,983,2251,2896,504,560,331,78
"239","239",1.493247605,1710,2481,2948,2727,2288,1052,2173,2820,578,609,383,78
"240","240",0.6083601355,1679,2478,3053,2825,2423,1044,2180,2830,638,669,456,78
"241","241",0.6083601355,1679,2478,3053,2825,2423,1044,2180,2956,537,600,383,78
"242","242",0.2488746009,1710,2481,2948,2727,2288,1052,2173,2820,578,609,383,78
"243","243",0.3110932511,1615,2450,2988,2728,2336,1019,2173,2850,518,577,347,78
"244","244",0.4424437349,1518,2364,3067,2825,2360,926,2214,3040,445,528,314,78
"245","245",0.9505627117,1613,2427,2923,2714,2296,937,2214,2778,561,607,394,78
"246","246",0.1106109337,1645,2407,2827,2594,2145,1052,2098,2750,589,624,377,78
"247","247",0.4424437349,1579,2432,2998,2783,2368,1035,2208,2908,538,620,376,78
"248","248",0.1106109337,1719,2521,2854,2605,2234,1093,2114,2736,641,674,428,78
